id.accession,id.assay name,id.sample name,study.characteristics.organism,study.characteristics.strain,study.characteristics.animal source,study.characteristics.age at launch,study.characteristics.sex,study.characteristics.material type,study.factor value.spaceflight,study.factor value.genotype,investigation.study assays.study assay measurement type,investigation.study assays.study assay technology type,assay.protocol ref,study.parameter value.habitat,study.parameter value.duration,study.parameter value.light cycle,study.parameter value.diet,study.parameter value.feeding schedule,study.parameter value.enrichment material,study.parameter value.euthanasia method,study.parameter value.age at euthanasia,study.parameter value.carcass preservation method,study.parameter value.sample weight,study.parameter value.sample preservation method,study.parameter value.sample storage temperature,study.comment.rfid,study.comment.alsda subject id,study.comment.euthanasia date,study.comment.bsp dissection date,study.comment.source description,investigation.study.comment.Project Identifier,id.assay name_rna,investigation.study assays.study assay measurement type_rna,investigation.study assays.study assay technology type_rna,study.characteristics.organism_rna,library_type,modalities_all,modalities_other,has_other_modalities,has_rna_sequencing_rna_seq,has_single_cell_rna_sequencing,counts_file,counts_path
OSD-665,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_R-EDL_VIV_V7,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right extensor digitorum longus,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-604_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-604_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-665,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_R-EDL_VIV_V8,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right extensor digitorum longus,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-604_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-604_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-665,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,RR23_R-EDL_VIV_V9,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right extensor digitorum longus,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-604_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-604_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_FLT_F1_techrep1,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_FLT_F1_techrep2,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_FLT_F2,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_FLT_F3,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_FLT_F4,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_FLT_F5,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_FLT_F6,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_FLT_F7,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_FLT_F8,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_FLT_F9,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_GC_G1_techrep1,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_GC_G1_techrep2,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_GC_G2,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_GC_G3,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_GC_G4,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_GC_G5,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_GC_G6,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_GC_G7,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_GC_G8,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_GC_G9,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Flight Hardware (Transporter and Habitat),38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
OSD-666,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR23_R-Quad_VIV_V1,Mus musculus,C57BL/6J,Jackson Laboratory,16-17 {week},Male,Right quadriceps femoris,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,38 {day},12 h light: 12 h dark. Lights on at 7:00 GMT,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Igloo,"Bilateral thoracotomy with sedation, Cardiac puncture, Inhalation of Isoflurane",22-23 {week},,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-605_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv
